BATCH no.,PRODUCTION DATE,BATCH OUT OF STORAGE,BATCH WEIGHT LEAVING STORAGE (KG)
1980,4/11/2024,4/12/2024,279.500
1983,4/11/2024,4/12/2024,275.000
1985,4/11/2024,4/12/2024,280.900
1987,4/11/2024,4/12/2024,275.900
1989,4/11/2024,4/12/2024,281.100
1999,4/11/2024,4/12/2024,281.900
2000,4/11/2024,4/12/2024,280.700
2001,4/11/2024,4/12/2024,279.000
2002,4/11/2024,4/12/2024,274.900
2003,4/11/2024,4/12/2024,280.500
2004,4/11/2024,4/12/2024,283.500
2005,4/11/2024,4/12/2024,280.900
2006,4/11/2024,4/12/2024,209.900
6078,4/11/2024,4/12/2024,277.000
6079,4/11/2024,4/12/2024,277.000
6080,4/11/2024,4/12/2024,269.000
6081,4/11/2024,4/12/2024,283.500
6082,4/11/2024,4/12/2024,274.000
6083,4/11/2024,4/12/2024,274.000
6084,4/11/2024,4/12/2024,277.000
6085,4/11/2024,4/12/2024,277.000
6086,4/11/2024,4/12/2024,284.500
6087,4/11/2024,4/12/2024,285.000
2026,4/12/2024,4/15/2024,276.100
2027,4/12/2024,4/15/2024,280.700
2028,4/12/2024,4/15/2024,281.700
2030,4/12/2024,4/15/2024,267.200
2033,4/12/2024,4/15/2024,272.200
2037,4/12/2024,4/15/2024,280.400
2042,4/12/2024,4/12/2024,280.900
2046,4/12/2024,4/12/2024,268.300
2049,4/12/2024,4/12/2024,270.900
2052,4/12/2024,4/12/2024,275.800
2056,4/12/2024,4/12/2024,264.300
2060,4/12/2024,4/12/2024,276.700
2063,4/12/2024,4/12/2024,278.800
2067,4/12/2024,4/12/2024,261.900
2078,4/12/2024,4/12/2024,282.100
2081,4/12/2024,4/12/2024,282.100
2084,4/12/2024,4/12/2024,283.200
2087,4/12/2024,4/12/2024,285.200
2090,4/12/2024,4/12/2024,286.800
2093,4/12/2024,4/12/2024,284.100
2096,4/12/2024,4/12/2024,280.100
2104,4/12/2024,4/15/2024,283.300
2114,4/12/2024,4/15/2024,285.400
2115,4/12/2024,4/15/2024,284.800
2159,4/12/2024,4/15/2024,283.700
2164,4/12/2024,4/15/2024,259.100
2166,4/12/2024,4/15/2024,289.300
2167,4/12/2024,4/15/2024,265.300
2171,4/12/2024,4/15/2024,269.400
2172,4/12/2024,4/15/2024,282.400
2176,4/12/2024,4/15/2024,261.700
2177,4/12/2024,4/15/2024,282.900
2180,4/12/2024,4/15/2024,268.100
2182,4/12/2024,4/15/2024,271.700
2183,4/12/2024,4/15/2024,266.600
2187,4/12/2024,4/15/2024,276.900
2188,4/12/2024,4/15/2024,267.400
2189,4/12/2024,4/15/2024,284.800
2194,4/12/2024,4/15/2024,263.700
2198,4/12/2024,4/15/2024,281.400
2199,4/12/2024,4/15/2024,274.500
2201,4/12/2024,4/15/2024,264.100
2206,4/12/2024,4/15/2024,269.800
2208,4/12/2024,4/15/2024,280.300
2212,4/12/2024,4/15/2024,267.100
2213,4/12/2024,4/15/2024,264.100
2214,4/12/2024,4/15/2024,286.600
2221,4/12/2024,4/15/2024,267.400
2222,4/12/2024,4/15/2024,269.200
2223,4/12/2024,4/16/2024,272.400
2228,4/12/2024,4/15/2024,263.700
2229,4/12/2024,4/15/2024,279.300
2230,4/12/2024,4/15/2024,284.500
2233,4/12/2024,4/16/2024,273.600
2236,4/12/2024,4/16/2024,279.200
2237,4/12/2024,4/15/2024,272.100
2238,4/12/2024,4/16/2024,268.800
2239,4/12/2024,4/15/2024,266.100
2240,4/12/2024,4/15/2024,274.700
2241,4/12/2024,4/15/2024,261.800
2257,4/12/2024,4/15/2024,257.300
2258,4/12/2024,4/15/2024,267.100
2259,4/12/2024,4/15/2024,280.300
2260,4/12/2024,4/15/2024,265.400
2266,4/12/2024,4/15/2024,278.600
2267,4/12/2024,4/15/2024,267.000
2268,4/12/2024,4/15/2024,264.000
2269,4/12/2024,4/15/2024,265.400
2272,4/12/2024,4/15/2024,270.100
2273,4/12/2024,4/15/2024,264.500
2274,4/12/2024,4/15/2024,266.000
2278,4/12/2024,4/15/2024,264.000
2279,4/12/2024,4/15/2024,266.300
2283,4/12/2024,4/15/2024,266.900
2285,4/12/2024,4/15/2024,263.000
2286,4/12/2024,4/15/2024,281.900
2298,4/12/2024,4/15/2024,264.000
2299,4/12/2024,4/15/2024,281.600
2302,4/12/2024,4/15/2024,263.500
2305,4/12/2024,4/15/2024,282.600
2306,4/12/2024,4/15/2024,265.500
2307,4/12/2024,4/15/2024,267.000
2308,4/12/2024,4/15/2024,268.500
2309,4/12/2024,4/15/2024,265.400
2310,4/12/2024,4/15/2024,281.600
2311,4/12/2024,4/15/2024,267.600
2312,4/12/2024,4/15/2024,272.700
2317,4/12/2024,4/15/2024,267.500
2318,4/12/2024,4/15/2024,260.800
2319,4/12/2024,4/15/2024,261.700
2322,4/12/2024,4/15/2024,216.100
2323,4/12/2024,4/15/2024,273.400
2374,4/13/2024,4/16/2024,258.000
2378,4/13/2024,4/16/2024,256.000
2381,4/13/2024,4/16/2024,259.000
2383,4/13/2024,4/16/2024,260.000
2386,4/13/2024,4/16/2024,261.000
2390,4/13/2024,4/16/2024,258.000
2395,4/13/2024,4/16/2024,273.800
2399,4/13/2024,4/16/2024,157.000
2998,4/13/2024,4/13/2024,250.300
2999,4/13/2024,4/13/2024,250.000
3019,4/13/2024,4/13/2024,288.100
3059,4/13/2024,4/13/2024,275.400
3083,4/13/2024,4/13/2024,283.600
3551,4/13/2024,4/13/2024,276.500
3552,4/13/2024,4/13/2024,0.300
4525,4/13/2024,4/13/2024,274.200
2850,4/16/2024,4/16/2024,255.800
2851,4/16/2024,4/16/2024,266.100
2857,4/16/2024,4/16/2024,267.300
2858,4/16/2024,4/16/2024,259.200
2859,4/16/2024,4/16/2024,263.100
2863,4/16/2024,4/16/2024,268.100
2865,4/16/2024,4/16/2024,266.900
2873,4/16/2024,4/16/2024,264.800
2874,4/16/2024,4/16/2024,266.700
2875,4/16/2024,4/16/2024,282.200
2876,4/16/2024,4/16/2024,278.000
2878,4/16/2024,4/16/2024,282.400
2879,4/16/2024,4/16/2024,277.000
2880,4/16/2024,4/16/2024,263.800
2881,4/16/2024,4/16/2024,270.500
2882,4/16/2024,4/16/2024,269.000
2883,4/16/2024,4/16/2024,265.800
2884,4/16/2024,4/16/2024,286.600
2885,4/16/2024,4/16/2024,268.800
2886,4/16/2024,4/16/2024,278.600
2887,4/16/2024,4/17/2024,264.500
2888,4/16/2024,4/16/2024,264.400
2889,4/16/2024,4/16/2024,253.200
2902,4/16/2024,4/16/2024,259.000
2903,4/16/2024,4/16/2024,265.000
2904,4/16/2024,4/17/2024,272.000
2917,4/16/2024,4/17/2024,260.000
2918,4/16/2024,4/17/2024,261.000
2919,4/16/2024,4/17/2024,266.000
2920,4/16/2024,4/17/2024,264.000
2921,4/16/2024,4/17/2024,263.000
2924,4/16/2024,4/17/2024,261.000
2925,4/16/2024,4/17/2024,273.000
2926,4/16/2024,4/17/2024,261.000
2927,4/16/2024,4/17/2024,262.000
2928,4/16/2024,4/17/2024,275.000
2932,4/16/2024,4/17/2024,283.500
2933,4/16/2024,4/17/2024,265.100
2934,4/16/2024,4/17/2024,289.100
2935,4/16/2024,4/16/2024,273.300
2949,4/16/2024,4/16/2024,280.600
2951,4/16/2024,4/16/2024,277.200
2955,4/16/2024,4/17/2024,280.800
2957,4/16/2024,4/17/2024,269.900
2960,4/16/2024,4/17/2024,265.600
2961,4/16/2024,4/17/2024,283.800
2962,4/16/2024,4/17/2024,282.900
2966,4/16/2024,4/17/2024,286.900
2970,4/16/2024,4/17/2024,261.000
2973,4/16/2024,4/17/2024,270.200
2974,4/16/2024,4/17/2024,262.500
2977,4/16/2024,4/17/2024,278.600
2981,4/16/2024,4/17/2024,272.800
2982,4/16/2024,4/17/2024,280.400
2992,4/16/2024,4/17/2024,265.800
2993,4/16/2024,4/17/2024,282.300
2994,4/16/2024,4/17/2024,269.200
2997,4/16/2024,4/17/2024,282.700
3001,4/16/2024,4/17/2024,255.000
3003,4/16/2024,4/17/2024,279.000
3004,4/16/2024,4/17/2024,259.000
3005,4/16/2024,4/17/2024,282.900
3006,4/16/2024,4/17/2024,267.800
3007,4/16/2024,4/17/2024,283.100
3013,4/16/2024,4/17/2024,286.100
3015,4/16/2024,4/17/2024,268.800
3016,4/16/2024,4/17/2024,281.700
3037,4/16/2024,4/17/2024,279.000
3038,4/16/2024,4/17/2024,261.000
3041,4/16/2024,4/17/2024,282.000
3043,4/16/2024,4/17/2024,265.000
3044,4/16/2024,4/17/2024,267.000
3049,4/16/2024,4/17/2024,275.000
3053,4/16/2024,4/17/2024,267.700
3054,4/16/2024,4/17/2024,279.100
3059,4/16/2024,4/17/2024,280.900
3060,4/16/2024,4/17/2024,264.200
3061,4/16/2024,4/17/2024,268.500
3062,4/16/2024,4/17/2024,282.600
3064,4/16/2024,4/17/2024,265.300
3067,4/16/2024,4/17/2024,273.100
3080,4/16/2024,4/17/2024,269.100
3081,4/16/2024,4/17/2024,262.300
3086,4/16/2024,4/17/2024,272.500
3087,4/16/2024,4/17/2024,271.000
3089,4/16/2024,4/17/2024,274.600
3093,4/16/2024,4/17/2024,266.600
3097,4/16/2024,4/17/2024,274.400
3098,4/16/2024,4/17/2024,264.000
3099,4/16/2024,4/17/2024,263.400
3100,4/16/2024,4/17/2024,265.200
3101,4/16/2024,4/17/2024,264.000
3103,4/16/2024,4/17/2024,271.000
3106,4/16/2024,4/17/2024,262.000
3107,4/16/2024,4/17/2024,275.000
3110,4/16/2024,4/17/2024,263.000
3111,4/16/2024,4/17/2024,255.000
3115,4/16/2024,4/17/2024,273.500
3117,4/16/2024,4/17/2024,263.700
3118,4/16/2024,4/17/2024,269.600
3124,4/16/2024,4/17/2024,249.000
3125,4/16/2024,4/17/2024,188.000
6155,4/16/2024,4/17/2024,270.000
6156,4/16/2024,4/17/2024,264.000
6157,4/16/2024,4/17/2024,272.000
6158,4/16/2024,4/17/2024,258.000
6159,4/16/2024,4/17/2024,266.000
6160,4/16/2024,4/17/2024,280.000
6161,4/16/2024,4/17/2024,268.000
3102,4/17/2024,4/17/2024,237.200
3138,4/17/2024,4/17/2024,284.200
3139,4/17/2024,4/17/2024,267.500
3140,4/17/2024,4/17/2024,262.400
3141,4/17/2024,4/17/2024,274.100
3142,4/17/2024,4/17/2024,274.600
3143,4/17/2024,4/17/2024,272.700
3147,4/17/2024,4/17/2024,279.700
3149,4/17/2024,4/17/2024,269.400
3150,4/17/2024,4/17/2024,271.700
3151,4/17/2024,4/17/2024,267.000
3152,4/17/2024,4/17/2024,285.600
3153,4/17/2024,4/17/2024,274.100
3154,4/17/2024,4/17/2024,270.700
3155,4/17/2024,4/17/2024,267.100
3156,4/17/2024,4/17/2024,266.500
3157,4/17/2024,4/17/2024,282.300
3158,4/17/2024,4/17/2024,262.000
3159,4/17/2024,4/17/2024,260.500
3160,4/17/2024,4/17/2024,261.100
3161,4/17/2024,4/17/2024,263.200
3165,4/17/2024,4/17/2024,256.000
3182,4/17/2024,4/17/2024,257.400
3183,4/17/2024,4/17/2024,262.500
3186,4/17/2024,4/17/2024,265.900
3187,4/17/2024,4/17/2024,280.800
3190,4/17/2024,4/17/2024,264.600
3215,4/17/2024,4/17/2024,280.100
3216,4/17/2024,4/17/2024,278.400
3217,4/17/2024,4/17/2024,277.300
3222,4/17/2024,4/17/2024,271.000
3223,4/17/2024,4/17/2024,275.400
3224,4/17/2024,4/17/2024,259.300
3229,4/17/2024,4/17/2024,283.300
3230,4/17/2024,4/17/2024,294.700
3232,4/17/2024,4/17/2024,276.700
3234,4/17/2024,4/17/2024,292.200
3235,4/17/2024,4/17/2024,265.600
3239,4/17/2024,4/17/2024,266.700
3245,4/17/2024,4/17/2024,280.500
3246,4/17/2024,4/17/2024,286.300
3249,4/17/2024,4/17/2024,269.800
3256,4/17/2024,4/18/2024,277.000
3257,4/17/2024,4/18/2024,260.000
3258,4/17/2024,4/17/2024,278.100
3259,4/17/2024,4/18/2024,283.000
3260,4/17/2024,4/17/2024,264.500
3261,4/17/2024,4/18/2024,287.000
3263,4/17/2024,4/18/2024,270.000
3264,4/17/2024,4/18/2024,261.000
3266,4/17/2024,4/18/2024,270.000
3267,4/17/2024,4/18/2024,270.000
3269,4/17/2024,4/18/2024,264.700
3270,4/17/2024,4/18/2024,270.000
3272,4/17/2024,4/17/2024,263.700
3273,4/17/2024,4/17/2024,270.200
3275,4/17/2024,4/17/2024,263.900
3276,4/17/2024,4/17/2024,266.000
3281,4/17/2024,4/17/2024,275.100
3284,4/17/2024,4/17/2024,266.700
3287,4/17/2024,4/17/2024,273.900
3289,4/17/2024,4/17/2024,280.800
3290,4/17/2024,4/17/2024,268.600
3294,4/17/2024,4/17/2024,266.000
3296,4/17/2024,4/18/2024,266.700
3312,4/17/2024,4/18/2024,268.500
3313,4/17/2024,4/18/2024,269.400
3316,4/17/2024,4/18/2024,263.200
3317,4/17/2024,4/18/2024,270.300
3326,4/17/2024,4/18/2024,280.900
3328,4/17/2024,4/17/2024,280.000
3330,4/17/2024,4/18/2024,283.700
3333,4/17/2024,4/18/2024,282.500
3336,4/17/2024,4/18/2024,269.300
3339,4/17/2024,4/18/2024,274.500
3341,4/17/2024,4/18/2024,275.800
3344,4/17/2024,4/18/2024,269.700
3347,4/17/2024,4/18/2024,269.600
3350,4/17/2024,4/18/2024,279.200
3351,4/17/2024,4/18/2024,283.400
3362,4/17/2024,4/18/2024,276.500
3365,4/17/2024,4/18/2024,278.200
3368,4/17/2024,4/18/2024,282.100
3370,4/17/2024,4/18/2024,282.800
3371,4/17/2024,4/18/2024,283.300
3375,4/17/2024,4/18/2024,278.000
3376,4/17/2024,4/18/2024,285.700
3377,4/17/2024,4/18/2024,274.600
3379,4/17/2024,4/18/2024,284.400
3387,4/17/2024,4/18/2024,274.400
3388,4/17/2024,4/18/2024,283.100
3390,4/17/2024,4/18/2024,280.300
3391,4/17/2024,4/18/2024,279.900
3392,4/17/2024,4/18/2024,280.800
3393,4/17/2024,4/18/2024,277.400
3394,4/17/2024,4/18/2024,266.000
3395,4/17/2024,4/18/2024,278.000
3396,4/17/2024,4/18/2024,227.000
6182,4/17/2024,4/17/2024,279.000
6183,4/17/2024,4/17/2024,294.000
6184,4/17/2024,4/17/2024,294.000
6185,4/17/2024,4/17/2024,297.000
6186,4/17/2024,4/17/2024,274.000
6187,4/17/2024,4/17/2024,263.000
6188,4/17/2024,4/17/2024,264.000
6189,4/17/2024,4/17/2024,276.000
6190,4/17/2024,4/17/2024,274.000
6191,4/17/2024,4/17/2024,261.000
3762,4/19/2024,4/19/2024,283.800
3763,4/19/2024,4/19/2024,283.100
3764,4/19/2024,4/19/2024,267.200
3773,4/19/2024,4/19/2024,278.700
3774,4/19/2024,4/19/2024,264.800
3776,4/19/2024,4/19/2024,279.800
3777,4/19/2024,4/19/2024,263.500
3786,4/19/2024,4/19/2024,282.900
3787,4/19/2024,4/19/2024,279.800
3796,4/19/2024,4/20/2024,280.000
3797,4/19/2024,4/20/2024,281.000
3798,4/19/2024,4/19/2024,277.000
3799,4/19/2024,4/19/2024,278.000
3807,4/19/2024,4/19/2024,270.000
3814,4/19/2024,4/19/2024,278.100
3815,4/19/2024,4/19/2024,286.100
3816,4/19/2024,4/19/2024,283.400
3817,4/19/2024,4/19/2024,275.800
3818,4/19/2024,4/19/2024,282.300
3828,4/19/2024,4/20/2024,279.100
3829,4/19/2024,4/20/2024,284.400
3830,4/19/2024,4/20/2024,289.400
3834,4/19/2024,4/20/2024,276.000
3835,4/19/2024,4/20/2024,284.800
3836,4/19/2024,4/20/2024,275.200
3838,4/19/2024,4/20/2024,286.700
3839,4/19/2024,4/20/2024,282.700
3842,4/19/2024,4/20/2024,283.600
3845,4/19/2024,4/20/2024,284.300
3847,4/19/2024,4/20/2024,282.700
3850,4/19/2024,4/20/2024,280.900
3852,4/19/2024,4/20/2024,283.400
3853,4/19/2024,4/20/2024,280.800
3854,4/19/2024,4/20/2024,268.300
3857,4/19/2024,4/20/2024,278.500
3858,4/19/2024,4/20/2024,278.000
3859,4/19/2024,4/20/2024,278.000
3860,4/19/2024,4/20/2024,280.000
3880,4/19/2024,4/20/2024,276.000
3881,4/19/2024,4/20/2024,276.000
3884,4/19/2024,4/20/2024,275.000
3886,4/19/2024,4/20/2024,277.000
3889,4/19/2024,4/20/2024,273.000
3890,4/19/2024,4/20/2024,266.000
3894,4/19/2024,4/20/2024,278.800
3895,4/19/2024,4/20/2024,274.300
3897,4/19/2024,4/20/2024,278.200
3898,4/19/2024,4/20/2024,278.600
3900,4/19/2024,4/20/2024,268.400
3902,4/19/2024,4/20/2024,283.200
3903,4/19/2024,4/20/2024,281.300
3906,4/19/2024,4/20/2024,278.400
3909,4/19/2024,4/20/2024,282.900
3910,4/19/2024,4/20/2024,276.200
3923,4/19/2024,4/20/2024,280.900
3924,4/19/2024,4/20/2024,267.200
3925,4/19/2024,4/20/2024,264.500
3926,4/19/2024,4/20/2024,269.300
3927,4/19/2024,4/20/2024,272.000
3929,4/19/2024,4/20/2024,270.300
3930,4/19/2024,4/20/2024,283.400
6235,4/19/2024,4/19/2024,281.000
6236,4/19/2024,4/20/2024,284.000
6237,4/19/2024,4/20/2024,274.000
6238,4/19/2024,4/19/2024,284.000
3928,4/20/2024,4/21/2024,271.100
3950,4/20/2024,4/20/2024,282.800
3952,4/20/2024,4/20/2024,278.900
3953,4/20/2024,4/21/2024,264.200
3954,4/20/2024,4/21/2024,121.700
3955,4/20/2024,4/20/2024,190.300
3959,4/20/2024,4/20/2024,118.500
3960,4/20/2024,4/20/2024,173.100
3962,4/20/2024,4/20/2024,268.300
3964,4/20/2024,4/20/2024,266.400
3965,4/20/2024,4/20/2024,35.100
3968,4/20/2024,4/20/2024,272.300
3969,4/20/2024,4/20/2024,264.600
3972,4/20/2024,4/21/2024,284.900
3973,4/20/2024,4/21/2024,262.700
3974,4/20/2024,4/20/2024,279.300
3981,4/20/2024,4/21/2024,267.400
3982,4/20/2024,4/20/2024,269.700
3983,4/20/2024,4/20/2024,264.300
3984,4/20/2024,4/20/2024,267.200
3985,4/20/2024,4/21/2024,266.100
3986,4/20/2024,4/22/2024,275.500
3991,4/20/2024,4/22/2024,264.400
3992,4/20/2024,4/22/2024,203.900
3995,4/20/2024,4/22/2024,279.800
3997,4/20/2024,4/22/2024,261.900
3999,4/20/2024,4/22/2024,6.300
4006,4/20/2024,4/22/2024,263.400
4008,4/20/2024,4/22/2024,271.900
4009,4/20/2024,4/22/2024,274.000
4012,4/20/2024,4/22/2024,265.000
4013,4/20/2024,4/22/2024,267.000
4014,4/20/2024,4/21/2024,267.000
4016,4/20/2024,4/21/2024,272.000
4017,4/20/2024,4/21/2024,261.000
4018,4/20/2024,4/22/2024,261.000
4019,4/20/2024,4/21/2024,262.000
4020,4/20/2024,4/21/2024,259.000
4021,4/20/2024,4/22/2024,265.000
4027,4/20/2024,4/22/2024,277.000
4030,4/20/2024,4/22/2024,259.700
4034,4/20/2024,4/22/2024,178.300
4035,4/20/2024,4/22/2024,272.300
4042,4/20/2024,4/22/2024,260.100
4043,4/20/2024,4/22/2024,246.500
4046,4/20/2024,4/22/2024,265.400
4050,4/20/2024,4/22/2024,252.200
4052,4/20/2024,4/22/2024,51.800
4053,4/20/2024,4/21/2024,256.800
4054,4/20/2024,4/22/2024,268.300
4061,4/20/2024,4/22/2024,252.100
4062,4/20/2024,4/22/2024,98.800
4063,4/20/2024,4/22/2024,271.200
4064,4/20/2024,4/22/2024,269.100
4069,4/20/2024,4/22/2024,269.300
4070,4/20/2024,4/22/2024,261.600
4071,4/20/2024,4/22/2024,261.400
4073,4/20/2024,4/22/2024,276.100
4074,4/20/2024,4/22/2024,149.500
4075,4/20/2024,4/21/2024,262.000
4076,4/20/2024,4/22/2024,264.300
4079,4/20/2024,4/21/2024,275.000
4082,4/20/2024,4/22/2024,275.700
4086,4/20/2024,4/21/2024,267.000
4092,4/20/2024,4/22/2024,261.000
4093,4/20/2024,4/22/2024,278.000
4094,4/20/2024,4/21/2024,260.000
4095,4/20/2024,4/21/2024,274.000
4096,4/20/2024,4/21/2024,266.000
4099,4/20/2024,4/22/2024,268.400
4100,4/20/2024,4/22/2024,276.600
4102,4/20/2024,4/22/2024,247.000
4103,4/20/2024,4/22/2024,262.100
4108,4/20/2024,4/22/2024,272.600
4109,4/20/2024,4/22/2024,269.300
4110,4/20/2024,4/22/2024,261.100
4113,4/20/2024,4/22/2024,144.200
4114,4/20/2024,4/22/2024,76.500
4121,4/20/2024,4/22/2024,270.300
4122,4/20/2024,4/22/2024,263.700
4123,4/20/2024,4/22/2024,282.400
4124,4/20/2024,4/22/2024,264.700
4127,4/20/2024,4/22/2024,276.200
4128,4/20/2024,4/22/2024,265.200
4134,4/20/2024,4/21/2024,259.500
4135,4/20/2024,4/22/2024,50.900
4141,4/20/2024,4/21/2024,277.000
4142,4/20/2024,4/22/2024,260.000
4143,4/20/2024,4/22/2024,265.000
4144,4/20/2024,4/22/2024,265.000
4145,4/20/2024,4/22/2024,272.000
4146,4/20/2024,4/21/2024,268.000
4147,4/20/2024,4/22/2024,277.000
4155,4/20/2024,4/21/2024,149.700
4156,4/20/2024,4/21/2024,260.300
4157,4/20/2024,4/21/2024,266.100
4158,4/20/2024,4/22/2024,265.900
4159,4/20/2024,4/22/2024,266.100
4160,4/20/2024,4/21/2024,272.300
4161,4/20/2024,4/21/2024,274.300
4162,4/20/2024,4/21/2024,275.400
4163,4/20/2024,4/20/2024,275.800
4173,4/20/2024,4/20/2024,278.300
4176,4/20/2024,4/22/2024,69.000
4179,4/20/2024,4/22/2024,84.000
4185,4/20/2024,4/22/2024,268.700
4189,4/20/2024,4/22/2024,265.000
4190,4/20/2024,4/20/2024,275.200
4191,4/20/2024,4/22/2024,258.800
4195,4/20/2024,4/20/2024,262.800
4197,4/20/2024,4/20/2024,250.700
4198,4/20/2024,4/20/2024,276.200
4199,4/20/2024,4/22/2024,276.000
4200,4/20/2024,4/21/2024,269.000
4201,4/20/2024,4/22/2024,274.500
4202,4/20/2024,4/22/2024,68.900
6239,4/20/2024,4/21/2024,263.000
6240,4/20/2024,4/21/2024,273.500
4007,4/22/2024,4/24/2024,288.000
4186,4/22/2024,4/24/2024,284.900
4659,4/22/2024,4/23/2024,267.800
4660,4/22/2024,4/23/2024,261.100
4661,4/22/2024,4/23/2024,275.200
4662,4/22/2024,4/23/2024,265.000
4663,4/22/2024,4/23/2024,278.700
4667,4/22/2024,4/23/2024,267.400
4668,4/22/2024,4/23/2024,271.100
4669,4/22/2024,4/23/2024,261.600
4680,4/22/2024,4/23/2024,260.500
4681,4/22/2024,4/23/2024,270.800
4688,4/22/2024,4/23/2024,187.400
4713,4/23/2024,4/23/2024,269.000
4715,4/23/2024,4/23/2024,260.000
4728,4/23/2024,4/23/2024,259.000
4729,4/23/2024,4/23/2024,257.000
4732,4/23/2024,4/23/2024,260.000
4733,4/23/2024,4/23/2024,259.000
4734,4/23/2024,4/23/2024,260.000
4735,4/23/2024,4/23/2024,260.000
4736,4/23/2024,4/23/2024,260.000
4737,4/23/2024,4/23/2024,260.000
4738,4/23/2024,4/23/2024,260.000
4753,4/23/2024,4/23/2024,268.600
4756,4/23/2024,4/23/2024,265.300
4757,4/23/2024,4/23/2024,270.900
4758,4/23/2024,4/23/2024,253.400
4759,4/23/2024,4/23/2024,263.400
4760,4/23/2024,4/23/2024,272.900
4767,4/23/2024,4/23/2024,269.900
4768,4/23/2024,4/23/2024,268.300
4770,4/23/2024,4/23/2024,275.900
4778,4/23/2024,4/23/2024,292.400
4779,4/23/2024,4/23/2024,267.900
4780,4/23/2024,4/23/2024,256.000
4789,4/23/2024,4/23/2024,259.600
4790,4/23/2024,4/23/2024,269.700
4791,4/23/2024,4/23/2024,261.600
4792,4/23/2024,4/23/2024,269.400
4795,4/23/2024,4/23/2024,282.300
4796,4/23/2024,4/23/2024,265.600
4800,4/23/2024,4/24/2024,263.000
4801,4/23/2024,4/23/2024,259.000
4802,4/23/2024,4/23/2024,260.000
4803,4/23/2024,4/23/2024,259.000
4804,4/23/2024,4/24/2024,276.000
4805,4/23/2024,4/24/2024,268.000
4810,4/23/2024,4/23/2024,256.000
4811,4/23/2024,4/24/2024,276.000
4814,4/23/2024,4/24/2024,260.500
4815,4/23/2024,4/24/2024,259.000
4861,4/23/2024,4/23/2024,265.100
4863,4/23/2024,4/23/2024,281.800
4864,4/23/2024,4/24/2024,276.600
4865,4/23/2024,4/23/2024,268.900
4866,4/23/2024,4/23/2024,271.800
4867,4/23/2024,4/24/2024,280.200
4872,4/23/2024,4/24/2024,261.400
4873,4/23/2024,4/24/2024,266.400
4876,4/23/2024,4/24/2024,261.900
4877,4/23/2024,4/23/2024,262.100
4883,4/23/2024,4/23/2024,263.300
4884,4/23/2024,4/23/2024,264.200
4885,4/23/2024,4/23/2024,263.100
4892,4/23/2024,4/24/2024,258.000
4893,4/23/2024,4/24/2024,258.000
4894,4/23/2024,4/24/2024,239.600
4895,4/23/2024,4/24/2024,260.000
4896,4/23/2024,4/24/2024,253.700
4897,4/23/2024,4/24/2024,260.000
4898,4/23/2024,4/24/2024,269.100
4927,4/23/2024,4/24/2024,265.000
4928,4/23/2024,4/24/2024,267.000
4930,4/23/2024,4/24/2024,264.900
4935,4/23/2024,4/24/2024,251.200
4936,4/23/2024,4/24/2024,266.400
4937,4/23/2024,4/24/2024,250.600
4939,4/23/2024,4/24/2024,264.800
4940,4/23/2024,4/24/2024,265.900
4944,4/23/2024,4/24/2024,264.200
4945,4/23/2024,4/24/2024,270.400
4946,4/23/2024,4/24/2024,266.200
4954,4/23/2024,4/24/2024,266.300
4955,4/23/2024,4/24/2024,266.500
4956,4/23/2024,4/24/2024,262.300
4963,4/23/2024,4/24/2024,266.100
4964,4/23/2024,4/24/2024,266.500
4968,4/23/2024,4/24/2024,266.000
4969,4/23/2024,4/24/2024,263.900
4973,4/23/2024,4/24/2024,264.200
4976,4/23/2024,4/24/2024,266.400
4977,4/23/2024,4/24/2024,264.700
4978,4/23/2024,4/24/2024,264.400
4979,4/23/2024,4/24/2024,264.200
4980,4/23/2024,4/24/2024,260.200
4981,4/23/2024,4/24/2024,268.100
4984,4/23/2024,4/24/2024,262.000
4985,4/23/2024,4/24/2024,265.500
4990,4/23/2024,4/24/2024,221.600
6288,4/23/2024,4/24/2024,281.000
6289,4/23/2024,4/24/2024,264.000
1368,4/25/2024,4/25/2024,258.300
1370,4/25/2024,4/25/2024,264.000
1376,4/25/2024,4/25/2024,265.000
1381,4/25/2024,4/25/2024,277.000
1391,4/25/2024,4/25/2024,270.000
1393,4/25/2024,4/25/2024,270.000
1394,4/25/2024,4/25/2024,258.000
1413,4/25/2024,4/25/2024,258.000
1418,4/25/2024,4/25/2024,254.000
1420,4/25/2024,4/25/2024,262.000
1421,4/25/2024,4/25/2024,274.300
1428,4/25/2024,4/29/2024,268.200
1429,4/25/2024,4/25/2024,264.300
1430,4/25/2024,4/25/2024,269.000
1431,4/25/2024,4/25/2024,276.900
1433,4/25/2024,4/25/2024,265.600
1434,4/25/2024,4/25/2024,270.700
1437,4/25/2024,4/25/2024,268.600
1439,4/25/2024,4/25/2024,280.800
1441,4/25/2024,4/25/2024,274.800
1443,4/25/2024,4/25/2024,260.000
1444,4/25/2024,4/26/2024,256.000
1445,4/25/2024,4/25/2024,277.200
1446,4/25/2024,4/26/2024,261.000
1456,4/25/2024,4/26/2024,275.000
1457,4/25/2024,4/26/2024,271.000
1458,4/25/2024,4/25/2024,281.800
1459,4/25/2024,4/25/2024,279.000
1460,4/25/2024,4/25/2024,284.800
1462,4/25/2024,4/25/2024,277.600
