BATCH no.,PRODUCTION DATE,BATCH WEIGHT (kg) BEFORE COOKING,BATCH WEIGHT (kg) AFTER COOKING,LOSS PERCENTAGE
1967,2024-03-01,273.1,267.9,1.9040644452581639
1968,2024-03-01,277.1,270.9,2.237459400938306
1972,2024-03-01,269.4,264.5,1.8188567186339932
1973,2024-03-01,276.7,276.7,0.0
1978,2024-03-01,275.4,270.0,1.9607843137254821
1979,2024-03-01,270.8,265.8,1.8463810930576072
1980,2024-03-01,272.4,265.9,2.3861967694566815
1981,2024-03-01,279.8,274.9,1.751250893495366
1983,2024-03-01,273.5,267.9,2.0475319926873943
1984,2024-03-01,272.7,267.2,2.016868353502017
1987,2024-03-01,270.6,264.3,2.32815964523282
1988,2024-03-01,276.3,270.3,2.1715526601520088
1991,2024-03-01,272.6,265.0,2.7879677182685336
1992,2024-03-01,272.6,264.0,3.1548055759354448
1995,2024-03-01,272.7,264.0,3.190319031903186
1996,2024-03-01,273.5,266.0,2.742230347349177
2000,2024-03-01,277.2,268.0,3.318903318903315
2003,2024-03-01,274.3,274.3,0.0
2012,2024-03-01,273.0,264.0,3.296703296703297
2013,2024-03-01,273.0,264.0,3.296703296703297
2014,2024-03-01,268.8,263.0,2.1577380952380993
2021,2024-03-01,210.2,273.1,-29.923882017126562
2022,2024-03-01,267.6,262.9,1.756352765321392
2025,2024-03-01,272.4,267.2,1.9089574155653413
2026,2024-03-01,269.3,264.1,1.9309320460452983
2027,2024-03-01,269.7,259.7,3.707823507601039
2030,2024-03-01,273.8,267.6,2.2644265887509087
2031,2024-03-01,278.4,269.2,3.3045977011494214
2041,2024-03-01,271.9,264.5,2.7215888194188955
2064,2024-03-01,271.4,266.5,1.8054532056005812
2065,2024-03-01,279.8,274.5,1.8942101501072235
2066,2024-03-01,273.4,267.8,2.048280907095818
2067,2024-03-01,272.9,267.3,2.0520337119823986
2068,2024-03-01,272.1,267.0,1.8743109151047492
2069,2024-03-01,269.3,265.4,1.4481990345339897
2070,2024-03-01,273.8,272.0,0.6574141709276886
2071,2024-03-01,279.3,275.2,1.4679556032939574
2076,2024-03-01,271.7,266.0,2.097902097902094
2077,2024-03-01,276.3,271.6,1.701049583785736
2079,2024-03-01,271.3,266.5,1.7692591227423555
2081,2024-03-01,275.6,271.6,1.4513788098693758
2083,2024-03-01,272.7,266.5,2.2735606894022693
2085,2024-03-01,275.3,270.0,1.925172539048315
2087,2024-03-01,273.0,267.8,1.9047619047619007
2088,2024-03-01,271.3,266.4,1.8061186877994966
2089,2024-03-01,274.2,269.5,1.714077315827859
2090,2024-03-01,268.7,263.7,1.8608113137327877
2091,2024-03-01,272.1,266.8,1.9478133039323817
2100,2024-03-01,271.9,266.4,2.0228025009194557
2101,2024-03-01,280.3,274.3,2.1405636817695326
2106,2024-03-01,267.0,261.1,2.209737827715347
2107,2024-03-01,266.9,261.3,2.0981641064068817
2108,2024-03-01,271.3,264.4,2.543309988942143
2117,2024-03-01,271.9,266.4,2.0228025009194557
2118,2024-03-01,273.3,268.6,1.7197219173069842
2121,2024-03-01,270.2,265.1,1.887490747594362
2122,2024-03-01,274.2,269.6,1.6776075857038535
2124,2024-03-01,271.1,266.4,1.7336776097381206
2125,2024-03-01,274.9,268.4,2.364496180429247
2127,2024-03-01,277.8,273.3,1.6198704103671704
2128,2024-03-01,268.9,263.3,2.082558571959824
2130,2024-03-01,277.6,271.1,2.3414985590778095
2131,2024-03-01,275.6,269.0,2.394775036284478
2132,2024-03-01,279.1,272.1,2.508061626657112
2133,2024-03-01,279.5,272.4,2.5402504472271996
2134,2024-03-01,274.6,268.7,2.1485797523670915
2135,2024-03-01,279.2,273.2,2.1489971346704873
2136,2024-03-01,278.3,273.5,1.7247574559827565
2137,2024-03-01,271.2,267.8,1.2536873156342099
2138,2024-03-01,285.8,280.9,1.7144856543037208
2139,2024-03-01,270.5,266.8,1.3678373382624727
2140,2024-03-01,275.2,270.9,1.5625000000000042
2141,2024-03-01,271.6,267.0,1.6936671575846916
2142,2024-03-01,274.5,270.3,1.530054644808739
2143,2024-03-01,273.8,269.3,1.643535427319211
2144,2024-03-01,281.0,275.9,1.81494661921709
2145,2024-03-01,275.4,271.4,1.4524328249818446
2146,2024-03-01,272.9,267.5,1.9787467936973169
2147,2024-03-01,270.1,266.3,1.4068863383931918
2148,2024-03-01,276.5,271.7,1.735985533453892
2149,2024-03-01,271.8,267.7,1.5084621044886029
2150,2024-03-01,278.5,272.9,2.01077199281868
2151,2024-03-01,283.5,279.0,1.5873015873015872
2152,2024-03-01,270.8,266.3,1.6617429837518465
2153,2024-03-01,290.2,285.2,1.722949689869056
2154,2024-03-01,275.0,269.9,1.854545454545463
2155,2024-03-01,286.5,281.5,1.7452006980802792
2156,2024-03-01,273.4,268.8,1.682516459400134
2157,2024-03-01,267.6,263.1,1.6816143497757847
2158,2024-03-01,268.5,263.5,1.86219739292365
2159,2024-03-01,267.5,263.2,1.607476635514023
2160,2024-03-01,267.6,262.6,1.8684603886397606
2161,2024-03-01,269.9,266.6,1.2226750648388125
2162,2024-03-01,270.8,265.4,1.9940915805022281
2163,2024-03-01,273.3,269.1,1.5367727771679431
2164,2024-03-01,274.4,269.6,1.7492711370262224
2165,2024-03-01,274.9,270.8,1.4914514368861282
2166,2024-03-01,269.3,262.1,2.673598217601184
2167,2024-03-01,32.8,32.3,1.5243902439024393
2445,2024-03-05,278.2,272.3,2.120776419841832
2449,2024-03-05,273.4,267.9,2.011704462326262
2451,2024-03-05,276.3,270.1,2.243937748823738
2454,2024-03-05,268.1,263.1,1.864975755315181
2455,2024-03-05,272.7,267.3,1.980198019801972
2457,2024-03-05,273.5,268.1,1.9744058500913992
2459,2024-03-05,270.1,264.6,2.036282858200666
2464,2024-03-05,272.1,267.2,1.8008085262771163
2467,2024-03-05,271.4,264.9,2.394988946204864
2468,2024-03-05,273.9,265.7,2.9937933552391343
2470,2024-03-05,269.9,264.3,2.0748425342719403
2471,2024-03-05,272.9,266.8,2.235251007695114
2473,2024-03-05,276.0,267.0,3.260869565217391
2474,2024-03-05,274.9,266.0,3.237540923972346
2475,2024-03-05,272.5,268.0,1.651376146788991
2476,2024-03-05,274.1,265.0,3.3199562203575415
2477,2024-03-05,272.7,262.0,3.9237257059039194
2484,2024-03-05,269.0,260.0,3.3457249070631967
2485,2024-03-05,272.2,261.0,4.114621601763405
2488,2024-03-05,272.9,263.0,3.6277024551117547
2489,2024-03-05,276.3,266.0,3.7278320665942855
2491,2024-03-05,272.8,260.0,4.692082111436954
2492,2024-03-05,272.8,267.0,2.126099706744872
2499,2024-03-05,272.8,267.4,1.9794721407624758
2505,2024-03-05,271.3,265.8,2.0272760781422776
2506,2024-03-05,271.6,265.4,2.2827687776141548
2507,2024-03-05,270.7,266.5,1.551533062430731
2508,2024-03-05,271.3,266.2,1.879837817913757
2511,2024-03-05,273.3,269.4,1.4270032930845349
2514,2024-03-05,271.4,266.0,1.989683124539417
2515,2024-03-05,274.0,268.7,1.9343065693430699
2516,2024-03-05,276.7,272.4,1.554029634983741
2521,2024-03-05,269.2,263.4,2.1545319465081767
2522,2024-03-05,274.0,270.1,1.4233576642335684
2523,2024-03-05,275.1,270.0,1.8538713195201826
2526,2024-03-05,274.9,270.5,1.6005820298290205
2528,2024-03-05,271.2,265.4,2.138643067846612
2529,2024-03-05,273.8,269.6,1.5339663988312595
2530,2024-03-05,273.9,269.1,1.7524644030667964
2531,2024-03-05,271.9,267.8,1.5079073188672183
2538,2024-03-05,273.0,269.3,1.3553113553113512
2541,2024-03-05,271.5,267.2,1.5837937384898753
2543,2024-03-05,273.9,269.7,1.5334063526834572
2544,2024-03-05,274.2,270.6,1.3129102844638827
2545,2024-03-05,271.3,267.0,1.584961297456694
2547,2024-03-05,270.4,266.2,1.5532544378698185
2548,2024-03-05,271.0,266.6,1.6236162361623532
2549,2024-03-05,272.2,260.3,4.371785451873614
2550,2024-03-05,270.7,265.9,1.7731806427779873
2551,2024-03-05,272.5,227.1,16.660550458715598
2559,2024-03-05,271.1,267.0,1.512357063814099
2562,2024-03-05,271.7,267.8,1.435406698564585
2563,2024-03-05,271.4,198.4,26.897568165070002
2566,2024-03-05,275.4,270.6,1.742919389978197
2567,2024-03-05,255.3,255.8,-0.19584802193497844
2568,2024-03-05,270.0,265.2,1.777777777777782
2569,2024-03-05,272.5,267.6,1.7981651376146706
2571,2024-03-05,273.3,268.2,1.8660812294182298
2572,2024-03-05,270.6,265.3,1.9586104951958652
2573,2024-03-05,266.5,261.6,1.838649155722318
2575,2024-03-05,273.3,267.1,2.2685693377241085
2578,2024-03-05,266.3,256.0,3.867818250093883
2579,2024-03-05,266.3,263.0,1.2392039053698878
2582,2024-03-05,271.4,266.0,1.989683124539417
2583,2024-03-05,275.1,262.0,4.76190476190477
2586,2024-03-05,275.2,265.0,3.7063953488372055
2587,2024-03-05,275.3,262.0,4.831093352706143
2595,2024-03-05,275.0,266.0,3.272727272727273
2597,2024-03-05,274.3,265.0,3.390448414145101
2598,2024-03-05,274.3,266.0,3.025884068538101
2600,2024-03-05,272.1,262.0,3.7118706357956714
2601,2024-03-05,272.1,267.2,1.8008085262771163
2604,2024-03-05,270.4,265.1,1.9600591715976163
2605,2024-03-05,270.3,265.8,1.6648168701442838
2607,2024-03-05,273.6,269.0,1.6812865497076106
2608,2024-03-05,280.6,276.5,1.4611546685673638
2610,2024-03-05,271.6,267.0,1.6936671575846916
2611,2024-03-05,273.9,269.9,1.4603870025556773
2613,2024-03-05,273.2,269.8,1.2445095168374734
2620,2024-03-05,271.2,265.6,2.0648967551622293
2621,2024-03-05,267.1,262.5,1.72220142268814
2622,2024-03-05,271.8,266.6,1.9131714495952863
2623,2024-03-05,273.1,268.0,1.8674478213108834
2624,2024-03-05,271.8,265.9,2.170713760117746
2630,2024-03-05,273.2,268.6,1.6837481698389334
2631,2024-03-05,273.2,270.1,1.1346998535871031
2633,2024-03-05,273.6,268.1,2.010233918128655
2634,2024-03-05,273.1,268.4,1.7209813255218036
2635,2024-03-05,274.4,269.8,1.6763848396501333
2636,2024-03-05,271.5,266.3,1.915285451197049
2637,2024-03-05,274.4,269.5,1.7857142857142776
2638,2024-03-05,272.1,267.2,1.8008085262771163
2640,2024-03-05,269.9,264.5,2.000741015190803
2641,2024-03-05,276.4,271.2,1.8813314037626587
2645,2024-03-05,273.6,270.0,1.3157894736842188
2646,2024-03-05,274.3,269.1,1.8957345971563937
2647,2024-03-05,273.4,268.0,1.9751280175566852
2650,2024-03-05,275.5,270.9,1.6696914700544547
2651,2024-03-05,274.5,269.6,1.7850637522768589
2652,2024-03-05,271.9,266.9,1.8389113644722326
2654,2024-03-05,271.8,266.8,1.839587932303164
2655,2024-03-05,275.1,269.5,2.035623409669219
2656,2024-03-05,276.3,268.8,2.7144408251900107
2657,2024-03-05,268.1,264.0,1.5292801193584566
2915,2024-03-07,209.3,209.3,0.0
2963,2024-03-07,285.8,281.3,1.5745276417074878
2965,2024-03-07,273.3,268.6,1.7197219173069842
2967,2024-03-07,285.7,280.6,1.7850892544627115
2969,2024-03-07,281.4,277.1,1.5280739161336014
2971,2024-03-07,291.0,285.9,1.7525773195876364
2973,2024-03-07,273.9,269.3,1.6794450529390166
2975,2024-03-07,288.9,284.5,1.5230183454482442
2977,2024-03-07,272.7,269.1,1.3201320132013077
2979,2024-03-07,261.8,257.6,1.604278074866306
2980,2024-03-07,276.9,272.8,1.4806789454676657
2981,2024-03-07,278.8,274.5,1.5423242467718834
2985,2024-03-07,292.8,288.1,1.605191256830597
2986,2024-03-07,279.1,274.9,1.5048369759942835
2988,2024-03-07,291.1,286.0,1.751975266231543
2990,2024-03-07,283.0,279.6,1.2014134275618296
2995,2024-03-07,292.0,286.4,1.9178082191780899
3004,2024-03-07,278.9,281.0,-0.7529580494801087
3005,2024-03-07,278.9,280.0,-0.39440659734672745
3006,2024-03-07,279.1,270.0,3.260480114654254
3008,2024-03-07,287.3,275.0,4.281239122868086
3009,2024-03-07,286.3,281.0,1.8512050296891414
3010,2024-03-07,286.2,277.0,3.214535290006984
3018,2024-03-07,288.2,267.0,7.3560027758501
3019,2024-03-07,288.1,288.1,0.0
3020,2024-03-07,287.6,268.0,6.81502086230877
3021,2024-03-07,287.7,281.0,2.328814737573858
3022,2024-03-07,287.7,280.0,2.676399026763986
3031,2024-03-07,290.5,284.0,2.2375215146299485
3032,2024-03-07,286.7,280.7,2.0927799093128705
3033,2024-03-07,287.2,281.9,1.8454038997214526
3034,2024-03-07,287.8,283.2,1.5983321751216202
3035,2024-03-07,284.4,279.1,1.8635724331926704
3039,2024-03-07,277.9,273.5,1.5833033465275197
3040,2024-03-07,279.0,273.5,1.971326164874552
3043,2024-03-07,274.0,268.5,2.0072992700729926
3044,2024-03-07,57.5,280.5,-387.82608695652175
3045,2024-03-07,281.2,272.0,3.271692745376952
3049,2024-03-07,282.8,281.0,0.6364922206506405
3050,2024-03-07,275.0,266.0,3.272727272727273
3051,2024-03-07,286.2,277.0,3.214535290006984
3059,2024-03-07,275.4,275.4,0.0
3060,2024-03-07,275.4,272.0,1.2345679012345596
3061,2024-03-07,278.8,270.0,3.1563845050215247
3062,2024-03-07,289.4,281.0,2.9025570145127775
3063,2024-03-07,288.1,279.0,3.158625477264846
3064,2024-03-07,278.5,271.6,2.4775583482944263
3066,2024-03-07,283.2,277.0,2.18926553672316
3068,2024-03-07,288.6,283.3,1.83645183645184
3071,2024-03-07,288.3,277.8,3.6420395421436007
3072,2024-03-07,281.2,275.6,1.991465149359874
3077,2024-03-07,277.7,272.9,1.7284839755131478
3079,2024-03-07,292.2,287.2,1.7111567419575633
3080,2024-03-07,273.5,267.9,2.0475319926873943
3082,2024-03-07,286.7,281.8,1.7091035926055032
3083,2024-03-07,283.6,283.6,0.0
3084,2024-03-07,284.7,279.5,1.8264840182648363
3087,2024-03-07,274.0,269.4,1.6788321167883296
3088,2024-03-07,277.1,271.5,2.0209310718152373
3089,2024-03-07,272.0,265.1,2.536764705882345
3099,2024-03-07,279.6,275.4,1.5021459227467973
3100,2024-03-07,290.0,286.2,1.3103448275862108
3101,2024-03-07,272.3,267.8,1.6525890561880279
3102,2024-03-07,272.5,266.9,2.055045871559641
3113,2024-03-07,283.7,280.1,1.2689460697920218
3114,2024-03-07,278.3,274.3,1.4372978799856269
3115,2024-03-07,290.5,286.3,1.4457831325301165
3118,2024-03-07,288.8,284.5,1.4889196675900316
3122,2024-03-07,279.3,274.8,1.6111707841031147
3123,2024-03-07,288.2,283.7,1.5614156835530881
3125,2024-03-07,272.7,268.3,1.6134946828016052
3127,2024-03-07,284.4,280.0,1.5471167369901468
3129,2024-03-07,149.3,273.1,-82.92029470864031
3131,2024-03-07,281.7,277.0,1.6684416045438368
3132,2024-03-07,269.8,265.1,1.7420311341734576
3133,2024-03-07,288.0,283.6,1.52777777777777
3134,2024-03-07,290.5,286.0,1.549053356282272
3135,2024-03-07,290.3,286.4,1.343437822941796
3136,2024-03-07,281.0,275.8,1.8505338078291775
3141,2024-03-07,288.8,282.8,2.0775623268698062
3151,2024-03-07,283.7,279.1,1.621431089178698
3155,2024-03-07,289.1,285.7,1.1760636457973137
3156,2024-03-07,273.7,270.1,1.315308732188515
3158,2024-03-07,282.1,278.2,1.3824884792626848
3160,2024-03-07,291.0,287.4,1.2371134020618635
3161,2024-03-07,276.3,272.5,1.375316684762943
3163,2024-03-07,287.4,283.7,1.2874043145441854
3164,2024-03-07,207.2,287.8,-38.89961389961391
3166,2024-03-07,278.7,274.3,1.5787585217079216
3169,2024-03-07,276.6,267.0,3.4707158351410055
3170,2024-03-07,276.6,263.0,4.916847433116421
3171,2024-03-07,269.2,261.0,3.0460624071322395
3172,2024-03-07,269.9,265.2,1.7413856984068135
3173,2024-03-07,278.0,283.0,-1.7985611510791366
3175,2024-03-07,153.6,249.0,-62.109375000000014
3176,2024-03-07,257.5,260.0,-0.9708737864077669
3183,2024-03-07,258.7,250.0,3.3629686896018516
3184,2024-03-07,258.5,270.0,-4.448742746615087
3187,2024-03-07,294.7,256.0,13.131998642687476
3188,2024-03-07,294.8,285.0,3.3242876526458653
3190,2024-03-07,263.6,257.4,2.3520485584218687
3191,2024-03-08,263.5,257.9,2.1252371916508626
3192,2024-03-08,271.7,265.7,2.2083179977916823
3193,2024-03-08,277.5,271.9,2.0180180180180263
3194,2024-03-08,274.0,268.7,1.9343065693430699
3195,2024-03-08,277.1,274.0,1.118729700469153
3196,2024-03-08,267.7,262.9,1.7930519237952975
3197,2024-03-08,274.5,271.9,0.9471766848816112
3198,2024-03-08,270.0,265.3,1.7407407407407365
3199,2024-03-08,270.4,265.0,1.997041420118335
3200,2024-03-08,275.2,270.4,1.7441860465116321
3201,2024-03-08,270.9,265.8,1.8826135105204749
3202,2024-03-08,276.2,271.3,1.774076755973924
3203,2024-03-08,272.5,267.6,1.7981651376146706
3204,2024-03-08,274.1,270.7,1.2404232032105194
3205,2024-03-08,272.0,264.8,2.6470588235294077
3206,2024-03-08,270.8,263.9,2.54800590841951
3207,2024-03-08,269.8,265.3,1.6679021497405484
3208,2024-03-08,275.1,270.0,1.8538713195201826
3209,2024-03-08,271.5,266.3,1.915285451197049
3210,2024-03-08,273.5,267.6,2.1572212065813448
3211,2024-03-08,272.9,268.0,1.7955294979846017
3212,2024-03-08,273.0,267.7,1.9413919413919456
3213,2024-03-08,279.1,272.9,2.2214260121820297
3214,2024-03-08,270.9,265.2,2.104097452934658
3215,2024-03-08,269.3,264.0,1.968065354623101
3216,2024-03-08,272.4,267.4,1.8355359765051396
3217,2024-03-08,268.1,263.4,1.7530772099962868
3219,2024-03-08,283.6,278.2,1.9040902679830867
3220,2024-03-08,272.7,266.7,2.2002200220022003
3221,2024-03-08,273.6,270.7,1.0599415204678486
3222,2024-03-08,264.7,260.1,1.7378163959198965
3223,2024-03-08,274.9,269.4,2.000727537286286
3224,2024-03-08,290.8,285.2,1.9257221458046845
3225,2024-03-08,279.0,270.7,2.9749103942652373
3226,2024-03-08,271.3,265.2,2.2484334684850804
3227,2024-03-08,279.1,273.5,2.0064493013256977
3228,2024-03-08,275.8,270.7,1.84916606236404
3229,2024-03-08,269.2,264.9,1.597325408618132
3230,2024-03-08,269.8,265.0,1.7790956263899225
3231,2024-03-08,275.7,271.4,1.559666303953577
3232,2024-03-08,276.8,271.4,1.9508670520231335
3233,2024-03-08,280.3,275.3,1.783803068141277
3234,2024-03-08,269.8,265.5,1.5937731653076395
3235,2024-03-08,275.1,269.7,1.9629225736096088
3236,2024-03-08,273.7,268.5,1.8998903909389802
3237,2024-03-08,271.4,266.7,1.731761238025051
3238,2024-03-08,271.9,266.6,1.9492460463405497
3239,2024-03-08,282.7,277.5,1.8394057304563103
3240,2024-03-08,275.8,270.1,2.0667150108774432
3241,2024-03-08,277.3,272.1,1.8752253876667828
3242,2024-03-08,276.0,271.5,1.6304347826086956
3243,2024-03-08,279.1,274.4,1.68398423504122
3244,2024-03-08,270.8,266.4,1.6248153618907069
3245,2024-03-08,285.4,280.2,1.822004204625084
3246,2024-03-08,286.9,282.5,1.5336354130358931
3247,2024-03-08,277.1,272.7,1.587874413569121
3248,2024-03-08,286.3,227.4,20.572825707300034
3249,2024-03-08,273.8,269.6,1.5339663988312595
3250,2024-03-08,285.7,280.8,1.7150857542877065
3251,2024-03-08,272.1,267.8,1.5803013597941975
3252,2024-03-08,276.1,271.7,1.5936254980079803
3253,2024-03-08,275.9,271.5,1.594780717651315
3254,2024-03-08,275.6,271.4,1.5239477503628611
3255,2024-03-08,273.3,268.8,1.646542261251372
3256,2024-03-08,282.3,277.7,1.6294721927028064
3257,2024-03-08,272.5,266.9,2.055045871559641
3258,2024-03-08,277.2,270.2,2.525252525252525
3259,2024-03-08,283.5,276.1,2.610229276895936
3260,2024-03-08,291.6,286.1,1.886145404663923
3261,2024-03-08,280.3,275.4,1.748127006778464
3262,2024-03-08,270.2,266.0,1.554404145077716
3263,2024-03-08,275.2,270.7,1.6351744186046513
3264,2024-03-08,270.2,266.8,1.258327165062908
3265,2024-03-08,275.5,272.6,1.0526315789473601
3266,2024-03-08,272.8,270.5,0.8431085043988311
3267,2024-03-08,272.3,267.8,1.6525890561880279
3269,2024-03-08,269.3,264.9,1.6338655774229611
3270,2024-03-08,278.2,273.9,1.5456506110711759
3271,2024-03-08,270.0,265.1,1.8148148148148062
3272,2024-03-08,277.8,271.9,2.1238300935925247
3273,2024-03-08,274.7,267.9,2.4754277393520248
3274,2024-03-08,287.8,282.3,1.911049339819319
3275,2024-03-08,275.1,270.3,1.7448200654307564
3276,2024-03-08,276.9,270.7,2.239075478512094
3277,2024-03-08,279.9,275.2,1.6791711325473344
3278,2024-03-08,271.7,267.8,1.435406698564585
3279,2024-03-08,270.6,267.0,1.330376940133046
3280,2024-03-08,273.2,268.9,1.573938506588584
3281,2024-03-08,274.5,270.9,1.311475409836074
3282,2024-03-08,270.7,266.2,1.6623568526043593
3283,2024-03-08,275.5,271.2,1.560798548094378
3284,2024-03-08,273.0,269.7,1.208791208791213
3285,2024-03-08,274.2,269.0,1.8964259664478442
3286,2024-03-08,273.2,268.8,1.6105417276720269
3287,2024-03-08,275.9,271.0,1.7760057992026017
3288,2024-03-08,275.4,271.0,1.597676107480021
3289,2024-03-08,273.9,269.5,1.6064257028112368
3290,2024-03-08,267.9,263.4,1.6797312430011198
3291,2024-03-08,274.0,271.6,0.8759124087591158
3292,2024-03-08,274.4,270.5,1.421282798833811
3293,2024-03-08,275.6,270.9,1.705370101596533
3294,2024-03-08,275.1,270.7,1.5994183933115353
3295,2024-03-08,278.0,272.4,2.0143884892086414
3296,2024-03-08,271.1,242.9,10.40206565842863
3297,2024-03-08,212.4,207.9,2.11864406779661
3626,2024-03-12,287.1,281.9,1.8112156043190684
3627,2024-03-12,288.9,288.9,0.0
3634,2024-03-12,288.3,279.9,2.9136316337148918
3635,2024-03-12,291.7,288.3,1.1655810764483983
3636,2024-03-12,275.8,270.3,1.9941986947063088
3637,2024-03-12,287.1,282.3,1.6718913270637448
3640,2024-03-12,288.9,283.8,1.765316718587735
3641,2024-03-12,287.2,287.2,0.0
3642,2024-03-12,284.5,284.5,0.0
3645,2024-03-12,285.1,280.9,1.473167309715905
3647,2024-03-12,284.6,280.0,1.61630358397752
3648,2024-03-12,285.3,280.4,1.7174903610234957
3650,2024-03-12,286.6,281.0,1.9539427773900986
3651,2024-03-12,281.7,275.0,2.3784167554135567
3652,2024-03-12,284.1,274.0,3.555086237240416
3653,2024-03-12,289.2,280.0,3.1811894882434264
3654,2024-03-12,281.6,281.0,0.21306818181818987
3655,2024-03-12,283.8,275.0,3.1007751937984533
3657,2024-03-12,289.5,281.0,2.936096718480138
3658,2024-03-12,291.3,282.0,3.1925849639546895
3678,2024-03-12,280.0,269.0,3.9285714285714284
3679,2024-03-12,285.9,275.0,3.8125218607904783
3682,2024-03-12,280.5,269.0,4.09982174688057
3684,2024-03-12,294.6,281.0,4.616429056347597
3686,2024-03-12,283.4,271.0,4.375441072688772
3687,2024-03-12,285.6,272.0,4.761904761904769
3690,2024-03-12,280.4,269.0,4.065620542082731
3692,2024-03-12,283.7,265.0,6.591469862530838
3695,2024-03-12,275.5,265.0,3.8112522686025407
3696,2024-03-12,276.6,265.0,4.1937816341287135
3697,2024-03-12,281.9,276.5,1.91557289819084
3698,2024-03-12,280.2,274.6,1.998572448251237
3699,2024-03-12,282.3,277.9,1.5586255756287757
3700,2024-03-12,285.1,278.9,2.174675552437757
3701,2024-03-12,284.9,279.3,1.9656019656019537
3702,2024-03-12,286.4,281.3,1.7807262569832283
3704,2024-03-12,275.4,269.9,1.9970951343500365
3707,2024-03-12,286.5,281.0,1.9197207678883073
3722,2024-03-12,286.1,280.2,2.062216008388687
3723,2024-03-12,261.0,256.1,1.877394636015317
3725,2024-03-12,285.6,281.1,1.5756302521008403
3726,2024-03-12,287.8,280.3,2.6059763724808893
3727,2024-03-12,278.9,274.0,1.7569021154535598
3728,2024-03-12,289.7,284.5,1.7949603037625093
3729,2024-03-12,283.4,275.8,2.681721947776982
3730,2024-03-12,272.5,267.8,1.7247706422018307
3731,2024-03-12,286.9,282.2,1.6382014639247087
3732,2024-03-12,288.9,283.3,1.9383869851159454
3733,2024-03-12,285.8,280.6,1.8194541637508708
3738,2024-03-12,86.3,84.5,2.085747392815756
5533,2024-03-12,286.5,278.0,2.966841186736475
5534,2024-03-12,287.5,278.0,3.304347826086956
3785,2024-03-13,272.1,267.1,1.8375597206909222
3786,2024-03-13,273.1,267.8,1.9406810692054233
3788,2024-03-13,271.4,266.9,1.658069270449521
3791,2024-03-13,269.6,264.5,1.8916913946587621
3792,2024-03-13,272.0,267.4,1.6911764705882435
3793,2024-03-13,269.0,263.2,2.156133828996287
3797,2024-03-13,270.5,266.2,1.589648798521261
3798,2024-03-13,266.7,261.1,2.099737532808386
3801,2024-03-13,261.8,255.5,2.4064171122994695
3805,2024-03-13,271.7,265.6,2.245123297754864
3807,2024-03-13,265.6,259.3,2.371987951807233
3810,2024-03-13,272.2,266.6,2.0573108008816923
3811,2024-03-13,272.9,266.1,2.491755221692911
3816,2024-03-13,267.4,263.7,1.3836948391922173
3818,2024-03-13,266.4,260.6,2.1771771771771604
3821,2024-03-13,271.0,264.6,2.361623616236154
3823,2024-03-13,60.1,58.9,1.9966722129783743
4091,2024-03-14,272.9,266.6,2.308537925980196
4105,2024-03-14,269.3,264.5,1.7823988117341296
4107,2024-03-14,279.4,274.9,1.6105941302791698
4109,2024-03-14,271.2,267.0,1.5486725663716772
4111,2024-03-14,269.9,265.9,1.4820303816228235
4113,2024-03-14,268.0,263.8,1.5671641791044733
4115,2024-03-14,267.0,262.5,1.6853932584269662
4116,2024-03-14,267.5,261.9,2.093457943925242
4128,2024-03-14,269.8,262.0,2.8910303928836214
4129,2024-03-14,271.2,263.0,3.023598820058993
4130,2024-03-14,270.6,262.0,3.1781226903178204
4131,2024-03-14,269.2,261.0,3.0460624071322395
4132,2024-03-14,271.3,260.0,4.165130851455957
4140,2024-03-14,272.4,262.0,3.8179148311306825
4141,2024-03-14,267.4,258.0,3.5153328347045543
4144,2024-03-14,269.3,259.0,3.824730783512815
4145,2024-03-14,268.6,262.2,2.3827252419955447
4148,2024-03-14,269.1,265.4,1.3749535488666091
4149,2024-03-14,270.8,264.9,2.178729689807989
4152,2024-03-14,271.6,264.8,2.503681885125188
4153,2024-03-14,277.3,272.1,1.8752253876667828
4155,2024-03-14,274.1,269.7,1.6052535570959627
4164,2024-03-14,271.2,262.0,3.3923303834808216
4165,2024-03-14,279.1,269.0,3.618774632748127
4167,2024-03-14,272.1,261.0,4.079382579933856
4168,2024-03-14,266.0,256.0,3.7593984962406015
4172,2024-03-14,270.1,260.0,3.739355794150323
4173,2024-03-14,273.9,266.0,2.8842643300474546
4178,2024-03-14,268.5,260.0,3.165735567970205
4179,2024-03-14,269.7,261.0,3.225806451612899
4181,2024-03-14,272.2,260.0,4.481998530492281
4183,2024-03-14,268.0,258.0,3.731343283582089
4187,2024-03-14,276.6,273.0,1.3015184381778824
4188,2024-03-14,267.2,262.7,1.6841317365269461
4189,2024-03-14,268.4,264.7,1.3785394932935875
4190,2024-03-14,269.5,264.0,2.0408163265306123
4191,2024-03-14,270.5,264.8,2.1072088724584064
4205,2024-03-14,270.4,265.0,1.997041420118335
4206,2024-03-14,143.1,139.0,2.8651292802236163
4207,2024-03-14,150.6,147.6,1.9920318725099602
4258,2024-03-14,273.0,263.0,3.6630036630036633
4259,2024-03-14,273.1,263.0,3.6982790186744863
4260,2024-03-14,269.5,263.0,2.411873840445269
4280,2024-03-14,256.2,261.4,-2.0296643247462876
4281,2024-03-14,265.3,262.2,1.1684885035808603
4282,2024-03-14,267.3,263.3,1.4964459408903852
